unit,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,RUL,s2_roll_mean,s2_roll_std,s3_roll_mean,s3_roll_std,s4_roll_mean,s4_roll_std,s7_roll_mean,s7_roll_std,s8_roll_mean,s8_roll_std,s9_roll_mean,s9_roll_std,s11_roll_mean,s11_roll_std,s12_roll_mean,s12_roll_std,s13_roll_mean,s13_roll_std,s14_roll_mean,s14_roll_std,s15_roll_mean,s15_roll_std,s17_roll_mean,s17_roll_std,s20_roll_mean,s20_roll_std,s21_roll_mean,s21_roll_std
1,1,-0.0007,-0.0004,100.0,641.82,1589.7,1400.6,554.36,2388.06,9046.19,47.47,521.66,2388.02,8138.62,8.4195,392,39.06,23.419,125,641.82,0.0,1589.7,0.0,1400.6,0.0,554.36,0.0,2388.06,0.0,9046.19,0.0,47.47,0.0,521.66,0.0,2388.02,0.0,8138.62,0.0,8.4195,0.0,392.0,0.0,39.06,0.0,23.419,0.0
1,2,0.0019,-0.0003,100.0,642.15,1591.82,1403.14,553.75,2388.04,9044.07,47.49,522.28,2388.07,8131.49,8.4318,392,39.0,23.4236,125,641.985,0.23334523779150923,1590.76,1.4990663761154035,1401.87,1.7960512242140463,554.0550000000001,0.4313351365238438,2388.05,0.014142135623878865,9045.130000000001,1.4990663761166898,47.480000000000004,0.014142135623730649,521.97,0.4384062043356225,2388.045,0.035355339059455995,8135.055,5.041671349860483,8.425650000000001,0.008697413408594989,392.0,0.0,39.03,0.04242640687119446,23.421300000000002,0.0032526911934568185
1,3,-0.0043,0.0003,100.0,642.35,1587.99,1404.2,554.26,2388.08,9052.94,47.27,522.42,2388.03,8133.23,8.4178,390,38.95,23.3442,125,642.1066666666667,0.2676440422152594,1589.8366666666668,1.9186540421173066,1402.6466666666668,1.8500090089872667,554.1233333333333,0.32715949219508944,2388.06,0.01999999999998181,9047.733333333334,4.632022596375676,47.410000000000004,0.12165525060596487,522.12,0.4044749683230884,2388.0400000000004,0.026457513110686295,8134.446666666667,3.717449842746534,8.423033333333334,0.007639589866828332,391.3333333333333,1.1547005383792432,39.00333333333334,0.055075705472861676,23.3956,0.04457308604976856
1,4,0.0007,0.0,100.0,642.35,1582.79,1401.87,554.45,2388.11,9049.48,47.13,522.86,2388.08,8133.83,8.3682,392,38.88,23.3739,125,642.1675,0.25011663945712914,1588.075,3.855908885507118,1402.4524999999999,1.5596447245020688,554.205,0.31310275203732674,2388.0725,0.029860788111952766,9048.17,3.881554671348465,47.34,0.17165857586111713,522.305,0.4959502663237833,2388.05,0.02943920288771984,8134.2925,3.050905603259772,8.409324999999999,0.02811729894566766,391.5,0.9999999999999952,38.972500000000004,0.07632168761236967,23.390175,0.037976692413462396
1,5,-0.0019,-0.0002,100.0,642.37,1582.85,1406.22,554.0,2388.06,9055.15,47.28,522.19,2388.04,8133.8,8.4294,393,38.9,23.4044,125,642.208,0.23477648945326032,1587.03,4.075677857731061,1403.206,2.1594397421554934,554.164,0.2862341698679803,2388.07,0.026457513110675557,9049.566,4.587366346826665,47.328,0.1510629008062543,522.2819999999999,0.4325736931436925,2388.048,0.025884358211077006,8134.194,2.6513260833027052,8.41334,0.025952610658660613,391.8,1.095445115010327,38.958000000000006,0.07362064927722592,23.39302,0.03349838802091893
1,6,-0.0043,-0.0001,100.0,642.1,1584.47,1398.37,554.67,2388.02,9049.68,47.16,521.68,2388.03,8132.85,8.4108,391,38.98,23.3669,125,642.2639999999999,0.1283744522870989,1585.984,3.8858306705257397,1402.76,2.9263373011326643,554.226,0.3626706494879326,2388.0620000000004,0.034928498393254154,9050.264,4.193903909247076,47.266000000000005,0.14152738250953797,522.2860000000001,0.42541744204952536,2388.05,0.023452078799018256,8133.039999999999,0.9586970324353722,8.4116,0.025727028588626896,391.6,1.1401754250991352,38.942,0.051185935568282374,23.382600000000004,0.03143636429360138
1,7,0.001,0.0001,100.0,642.48,1592.32,1397.77,554.34,2388.02,9059.13,47.36,522.32,2388.03,8132.32,8.3974,392,39.1,23.3774,125,642.3300000000002,0.13946325680984661,1586.084,4.0753748293867105,1401.6860000000001,3.6483599054917453,554.3439999999999,0.24643457549620706,2388.058,0.038987177379397955,9053.276,4.038406864098276,47.239999999999995,0.09407443861113937,522.294,0.4256524403782538,2388.0420000000004,0.021679483388530603,8133.206,0.6431407311004598,8.40472,0.023475774747599112,391.6,1.1401754250991352,38.962,0.08671793355471685,23.373359999999998,0.02163407035210933
1,8,-0.0034,0.0003,100.0,642.56,1582.96,1400.97,553.85,2388.0,9040.8,47.24,522.47,2388.03,8131.07,8.4076,391,38.97,23.3106,125,642.372,0.1742699056062101,1585.078,4.1079520445104905,1401.0399999999997,3.3670461832293315,554.2620000000001,0.3340209574263221,2388.042,0.043817804600784674,9050.848000000002,6.915502150965002,47.234,0.09262828941528126,522.3040000000001,0.4299185969459366,2388.042,0.021679483388530603,8132.773999999999,1.1492736836807915,8.40268,0.022476921497393998,391.8,0.8366600265340667,38.966,0.08648699324176021,23.36664,0.034405130431377114
1,9,0.0008,0.0001,100.0,642.12,1590.98,1394.8,553.69,2388.05,9046.46,47.29,521.79,2388.05,8125.69,8.3728,392,39.05,23.4066,125,642.326,0.20851858430365522,1586.716,4.573962177368669,1399.626,4.2895139584804465,554.11,0.39452503089156354,2388.0299999999997,0.024494897428649565,9050.244,7.191239809657589,47.266,0.0733484832835722,522.09,0.34110115801620966,2388.036,0.00894427190967008,8131.146000000001,3.2054375676344873,8.4036,0.020739816778361553,391.8,0.8366600265340667,39.0,0.07713624310271007,23.37318,0.0389393374365829
1,10,-0.0033,0.0001,100.0,641.71,1591.24,1400.46,553.59,2388.05,9051.7,47.03,521.79,2388.06,8129.38,8.4286,393,38.95,23.4694,125,642.1940000000001,0.3407051511204508,1588.394,4.333783566354014,1398.474,2.458603262016442,554.028,0.46023906831122813,2388.028,0.02167948338974983,9049.554,6.755115098945898,47.215999999999994,0.12700393694686057,522.01,0.35825968235346467,2388.04,0.014142135623535203,8130.262,2.883881065509106,8.40344,0.020492632822553963,391.8,0.8366600265340667,39.010000000000005,0.06284902544988417,23.38618,0.05810268496377874
1,11,0.0018,-0.0003,100.0,642.28,1581.75,1400.64,554.54,2388.05,9049.61,47.15,521.4,2388.01,8140.58,8.434,392,38.94,23.4787,125,642.2299999999999,0.33778691508109676,1587.85,5.059446610055308,1398.928,2.6376637389929707,554.0020000000001,0.41649729891079196,2388.034,0.023021728867300743,9049.539999999999,6.754861212490373,47.214,0.12817956155332297,521.954,0.43615364265358847,2388.036,0.019493588689439817,8131.808,5.501815155019402,8.40808,0.02475827134514947,392.0,0.7071067811865349,39.001999999999995,0.06978538528947253,23.40854,0.06926772697295763
1,12,0.0016,0.0002,100.0,642.06,1583.41,1400.15,554.52,2388.09,9049.37,47.18,521.8,2388.02,8134.25,8.3938,391,39.06,23.366,125,642.146,0.31125552203937845,1586.068,4.643465300828657,1399.404,2.590777875464986,554.038,0.4586610949273759,2388.0480000000002,0.03193743884565441,9047.588,4.228530477603912,47.178000000000004,0.09884331034522932,521.85,0.3861994303465158,2388.034,0.020736441353184136,8132.194,5.6132904788547044,8.40736,0.025194999503870556,391.8,0.8366600265340667,38.994,0.05683308895353199,23.40626,0.07072134048503459
1,13,-0.0019,0.0004,100.0,643.07,1582.19,1400.83,553.44,2388.12,9046.82,47.38,521.85,2388.08,8128.1,8.4152,393,38.93,23.2757,125,642.248,0.5044501957577402,1585.9140000000002,4.782983378603747,1399.3760000000002,2.5702976481331414,553.956,0.5315355115135498,2388.072,0.03193743884499231,9048.792,2.167180195556719,47.206,0.13427583550290326,521.7259999999999,0.18392933425622984,2388.044,0.0288097205817033,8131.6,5.911205460817653,8.40888,0.025441147772851218,392.2,0.8366600265340667,38.986000000000004,0.06348228099241568,23.399279999999997,0.08315273296771541
1,14,0.0009,-0.0,100.0,642.35,1592.95,1399.16,554.48,2388.09,9047.37,47.44,521.67,2388.0,8134.43,8.3964,393,39.18,23.3826,125,642.294,0.5003298911718306,1586.308,5.3519267558515615,1400.248,0.6577765578063336,554.114,0.549799963623109,2388.08,0.02999999999946491,9048.973999999998,1.9496743317822016,47.236000000000004,0.1697939928266061,521.702,0.1813008549343957,2388.034,0.03435112807444441,8133.348000000001,4.938944219162438,8.413599999999999,0.018245547402040152,392.4,0.8944271909999103,39.012,0.10756393447619905,23.394479999999998,0.08331708708302366
1,15,-0.0018,-0.0003,100.0,642.43,1583.82,1402.13,553.64,2388.11,9052.22,47.3,522.5,2388.08,8127.56,8.4199,391,38.99,23.35,125,642.4379999999999,0.3791701465041816,1584.824,4.621328813231093,1400.582,1.0804952568151116,554.124,0.5382192861650196,2388.092,0.026832815729004943,9049.078,2.136368413922962,47.29,0.12489995996796822,521.8439999999999,0.40611574704747055,2388.038,0.038987177379110005,8132.9839999999995,5.354113371978392,8.41186,0.016816301614804834,392.0,0.9999999999999929,39.019999999999996,0.10319883720275196,23.370600000000003,0.07294028379434757
1,16,0.0006,0.0005,100.0,642.13,1587.98,1404.5,553.94,2388.05,9049.34,47.24,521.49,2388.07,8136.11,8.3936,392,38.97,23.455,125,642.408,0.4001499718855441,1586.0700000000002,4.420831369776449,1401.354,2.0638144296424503,554.0040000000001,0.4867031949761488,2388.0919999999996,0.026832815729004943,9049.024000000001,2.122929579615859,47.308,0.10449880382090161,521.8619999999999,0.38284461599964936,2388.05,0.03741657386792567,8132.089999999999,3.9605113306235875,8.403780000000001,0.012727607787799364,392.0,0.9999999999999929,39.025999999999996,0.09813256340277665,23.36586,0.06443320572499774
1,17,0.0002,0.0002,100.0,642.58,1584.96,1399.95,553.8,2388.06,9054.92,47.12,521.89,2388.04,8137.27,8.4542,392,38.81,23.3319,125,642.5120000000001,0.35173853925890636,1586.38,4.238248458974471,1401.314,2.094690907986287,553.86,0.39344631145812164,2388.0860000000002,0.030495901363287663,9050.134,3.4099090896970905,47.296,0.12441864811996596,521.88,0.38131351929864066,2388.054,0.03435112807494416,8132.694,4.557557459867851,8.41586,0.02429460845537782,392.2,0.8366600265340667,38.976,0.13371611720357554,23.35904,0.06619526418105601
1,18,-0.0031,-0.0001,100.0,642.62,1591.04,1396.12,554.2,2388.05,9049.55,47.21,521.76,2388.07,8132.73,8.4028,392,38.89,23.3987,125,642.422,0.19664689166113905,1588.15,3.8841343952029908,1400.3719999999998,3.156639035429997,554.0120000000001,0.3327461494893802,2388.072,0.026832815729652123,9050.679999999998,2.9316292398585437,47.262,0.11882760622010795,521.862,0.3851882656570928,2388.052,0.03271085446788486,8133.62,3.797841492215695,8.41338,0.02500143995853258,392.0,0.7071067811865349,38.968,0.13827508813955092,23.38364,0.047772408354614736
1,19,0.0032,-0.0003,100.0,641.79,1587.56,1400.35,554.18,2388.04,9053.99,47.4,521.89,2388.03,8129.13,8.4321,391,38.8,23.3464,125,642.3100000000001,0.3486402156952271,1587.072,2.82151023389938,1400.61,3.086494775631507,553.952,0.24190907382734506,2388.0620000000004,0.027748873850874038,9052.004,2.530460432407739,47.254,0.10430723848324976,521.906,0.370040538319664,2388.058,0.021679483389363093,8132.56,4.230260039288113,8.42052,0.02401826388397262,391.6,0.5477225575051538,38.892,0.08786353054597094,23.3764,0.05062721600088264
1,20,-0.0037,0.0001,100.0,643.04,1581.11,1405.23,554.81,2388.05,9045.9,47.22,522.07,2388.02,8129.71,8.421,392,39.03,23.422,125,642.432,0.482255119205586,1586.53,3.7197042893218626,1401.23,3.7154340257904184,554.1859999999999,0.3870142116252264,2388.05,0.007071067811565603,9050.74,3.702586933482896,47.238,0.10158740079361267,521.8199999999999,0.21494185260187412,2388.046,0.02302172886675631,8132.99,3.6666878787261155,8.420739999999999,0.02401620286390304,391.8,0.4472135954999373,38.9,0.10000000000001211,23.3908,0.05147343975294634
1,21,-0.0012,0.0001,100.0,642.37,1586.07,1398.13,554.08,2388.11,9048.15,47.15,522.42,2388.08,8134.02,8.4049,392,39.09,23.3101,125,642.48,0.4559056920021832,1586.148,3.630574334729925,1399.956,3.3918844319934838,554.2139999999999,0.3694319964484543,2388.0620000000004,0.027748873850874038,9050.501999999999,3.85037270923253,47.22,0.10885770528539895,522.006,0.2563786262540435,2388.0480000000002,0.025884358211376773,8132.572,3.3253300588059758,8.422999999999998,0.021189030180736253,391.8,0.4472135954999373,38.924,0.130690474021644,23.36182,0.046876721301729055
1,22,0.0002,0.0,100.0,642.77,1592.93,1400.57,553.63,2388.04,9061.21,47.24,522.0,2388.03,8130.41,8.4034,392,38.92,23.3792,125,642.5179999999999,0.47388817246264064,1587.7419999999997,4.599029245395079,1400.08,3.4029252122254827,554.1800000000001,0.42124814539638955,2388.058,0.029495762407439875,9051.759999999998,6.0525036142063655,47.244,0.09343446901439419,522.028,0.24853571171948613,2388.046,0.02701851217239736,8131.2,2.087007426915499,8.41284,0.013138607232129267,391.8,0.4472135954999373,38.946000000000005,0.11502173707609104,23.371280000000002,0.04401450897147596
